id_movie,title,genres,year,id_Director,Directed_By,LastName_Dir
187,Party Girl,Comedy,1994,10,Pop,Baron
188,Prophecy  The,Fantasy|Horror|Mystery,1994,9,Alias,Remy
189,Reckless,Comedy|Fantasy,1995,4,Barnard ,Monnier
190,Safe,Thriller,1995,9,Alias,Remy
191,Scarlet Letter  The,Drama|Romance,1994,5,Thomas,Jagob
193,Showgirls,Drama,1995,1,Robert,Flexi
194,Smoke,Comedy|Drama,1995,4,Barnard ,Monnier
195,Something to Talk About,Comedy|Drama|Romance,1995,2,Janna,Rali
196,Species,Horror|Sci-Fi,1995,5,Thomas,Jagob
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1994,2,Janna,Rali
199,Umbrellas of Cherbourg  The (Parapluies de Cherbourg  Les),Drama|Musical|Romance,1963,10,Pop,Baron
200,Tie That Binds  The,Thriller,1995,8,Jirar,Parrier
201,Three Wishes,Drama|Fantasy,1994,1,Robert,Flexi
202,Total Eclipse,Drama|Romance,1994,7,Richard ,Mallet
203,To Wong Foo  Thanks for Everything! Julie Newmar,Comedy,1994,9,Alias,Remy
204,Under Siege 2: Dark Territory,Action,1994,6,Petit,Hamon
205,Unstrung Heroes,Comedy|Drama,1994,1,Robert,Flexi
206,Unzipped,Documentary,1995,1,Robert,Flexi
207,Walk in the Clouds  A,Drama|Romance,1994,10,Pop,Baron
208,Waterworld,Action|Adventure|Sci-Fi,1994,7,Richard ,Mallet
209,White Man's Burden,Drama,1994,6,Petit,Hamon
211,Browning Version  The,Drama,1993,7,Richard ,Mallet
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994,1,Robert,Flexi
214,Before the Rain (Pred dozhdot),Drama|War,1993,7,Richard ,Mallet
215,Before Sunrise,Drama|Romance,1995,6,Petit,Hamon
216,Billy Madison,Comedy,1995,10,Pop,Baron
217,Babysitter  The,Drama|Thriller,1995,10,Pop,Baron
218,Boys on the Side,Comedy|Drama,1995,6,Petit,Hamon
219,Cure  The,Drama,1994,4,Barnard ,Monnier
220,Castle Freak,Horror,1994,5,Thomas,Jagob
222,Circle of Friends,Drama|Romance,1995,2,Janna,Rali
223,Clerks,Comedy,1993,9,Alias,Remy
224,Don Juan DeMarco,Comedy|Drama|Romance,1994,8,Jirar,Parrier
225,Disclosure,Drama|Thriller,1993,3,Francois,Tibou
227,Drop Zone,Action|Thriller,1993,8,Jirar,Parrier
228,Destiny Turns on the Radio,Comedy,1995,2,Janna,Rali
229,Death and the Maiden,Drama|Thriller,1993,2,Janna,Rali
230,Dolores Claiborne,Drama|Thriller,1994,7,Richard ,Mallet
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,1994,5,Thomas,Jagob
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994,7,Richard ,Mallet
233,Exotica,Drama,1993,2,Janna,Rali
234,Exit to Eden,Comedy,1993,5,Thomas,Jagob
235,Ed Wood,Comedy|Drama,1993,3,Francois,Tibou
236,French Kiss,Action|Comedy|Romance,1994,7,Richard ,Mallet
237,Forget Paris,Comedy|Romance,1995,7,Richard ,Mallet
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,1994,2,Janna,Rali
239,Goofy Movie  A,Animation|Children|Comedy|Romance,1995,8,Jirar,Parrier
240,Hideaway,Thriller,1995,6,Petit,Hamon
241,Fluke,Children|Drama,1994,2,Janna,Rali
242,Farinelli: il castrato,Drama|Musical,1993,5,Thomas,Jagob
243,Gordy,Children|Comedy|Fantasy,1995,4,Barnard ,Monnier
244,Gumby: The Movie,Animation|Children,1995,5,Thomas,Jagob
245,The Glass Shield,Crime|Drama,1994,8,Jirar,Parrier
246,Hoop Dreams,Documentary,1994,9,Alias,Remy
247,Heavenly Creatures,Crime|Drama,1993,2,Janna,Rali
248,Houseguest,Comedy,1994,7,Richard ,Mallet
249,Immortal Beloved,Drama|Romance,1993,8,Jirar,Parrier
250,Heavyweights (Heavy Weights),Children|Comedy,1995,6,Petit,Hamon
251,Hunted  The,Action,1995,3,Francois,Tibou
252,I.Q.,Comedy|Romance,1994,6,Petit,Hamon
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994,3,Francois,Tibou
254,Jefferson in Paris,Drama,1994,7,Richard ,Mallet
255,Jerky Boys  The,Comedy,1995,2,Janna,Rali
256,Junior,Empty,1994,5,Thomas,Jagob
257,Just Cause,Mystery|Thriller,1995,6,Petit,Hamon
258,Kid in King Arthur's Court  A,Adventure|Children|Comedy|Fantasy|Romance,1994,8,Jirar,Parrier
259,Kiss of Death,Crime|Drama|Thriller,1995,2,Janna,Rali
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977,1,Robert,Flexi
261,Little Women,Drama,1993,7,Richard ,Mallet
262,Little Princess  A,Children|Drama,1994,1,Robert,Flexi
263,Ladybird Ladybird,Drama,1994,5,Thomas,Jagob
264,Enfer  L',Drama,1993,5,Thomas,Jagob
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992,10,Pop,Baron
266,Legends of the Fall,Drama|Romance|War|Western,1994,5,Thomas,Jagob
267,Major Payne,Comedy,1994,2,Janna,Rali
268,Little Odessa,Crime|Drama,1993,10,Pop,Baron
269,My Crazy Life (Mi vida loca),Drama,1992,3,Francois,Tibou
270,Love Affair,Drama|Romance,1993,1,Robert,Flexi
271,Losing Isaiah,Drama,1994,6,Petit,Hamon
272,Madness of King George  The,Comedy|Drama,1993,10,Pop,Baron
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,1993,2,Janna,Rali
274,Man of the House,Comedy,1994,10,Pop,Baron
275,Mixed Nuts,Comedy,1994,4,Barnard ,Monnier
276,Milk Money,Comedy|Romance,1994,9,Alias,Remy
277,Miracle on 34th Street,Drama,1993,9,Alias,Remy
278,Miami Rhapsody,Comedy,1995,10,Pop,Baron
279,My Family,Drama,1994,10,Pop,Baron
280,Murder in the First,Drama|Thriller,1994,9,Alias,Remy
281,Nobody's Fool,Comedy|Drama|Romance,1994,5,Thomas,Jagob
282,Nell,Drama,1994,8,Jirar,Parrier
283,New Jersey Drive,Crime|Drama,1995,6,Petit,Hamon
285,Beyond Bedlam,Drama|Horror,1992,1,Robert,Flexi
287,Nina Takes a Lover,Comedy|Romance,1993,8,Jirar,Parrier
288,Natural Born Killers,Action|Crime|Thriller,1994,7,Richard ,Mallet
289,Only You,Comedy|Romance,1994,4,Barnard ,Monnier
290,Once Were Warriors,Crime|Drama,1994,4,Barnard ,Monnier
291,Poison Ivy II,Drama|Thriller,1995,3,Francois,Tibou
292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995,5,Thomas,Jagob
293,L?on: The Professional (a.k.a. The Professional) (L?on),Action|Crime|Drama|Thriller,1994,4,Barnard ,Monnier
294,Perez Family  The,Comedy|Romance,1995,9,Alias,Remy
295,Pyromaniac's Love Story  A,Comedy|Romance,1994,8,Jirar,Parrier
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994,4,Barnard ,Monnier
299,Priest,Drama,1994,1,Robert,Flexi
300,Quiz Show,Drama,1993,6,Petit,Hamon
301,Picture Bride (Bijo photo),Drama|Romance,1993,8,Jirar,Parrier
302,Queen Margot (Reine Margot  La),Drama|Romance,1993,4,Barnard ,Monnier
303,Quick and the Dead  The,Action|Thriller|Western,1994,5,Thomas,Jagob
304,Roommates,Comedy|Drama,1994,5,Thomas,Jagob
305,Ready to Wear (Pret-A-Porter),Comedy,1994,10,Pop,Baron
306,Three Colors: Red (Trois couleurs: Rouge),Drama,1993,3,Francois,Tibou
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993,4,Barnard ,Monnier
308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,1993,6,Petit,Hamon
309,Red Firecracker  Green Firecracker (Pao Da Shuang Deng),Drama,1993,5,Thomas,Jagob
312,Stuart Saves His Family,Comedy,1994,1,Robert,Flexi
313,Swan Princess  The,Animation|Children,1994,7,Richard ,Mallet
314,Secret of Roan Inish  The,Children|Drama|Fantasy|Mystery,1994,4,Barnard ,Monnier
315,Specialist  The,Action|Drama|Thriller,1994,3,Francois,Tibou
316,Stargate,Action|Adventure|Sci-Fi,1994,6,Petit,Hamon
317,Santa Clause  The,Comedy|Drama|Fantasy,1994,5,Thomas,Jagob
318,Shawshank Redemption  The,Crime|Drama,1994,1,Robert,Flexi
319,Shallow Grave,Comedy|Drama|Thriller,1994,3,Francois,Tibou
320,Suture,Film-Noir|Thriller,1993,10,Pop,Baron
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1992,5,Thomas,Jagob
322,Swimming with Sharks,Comedy|Drama,1994,9,Alias,Remy
324,Sum of Us  The,Comedy|Drama,1993,9,Alias,Remy
325,National Lampoon's Senior Trip,Comedy,1995,10,Pop,Baron
326,To Live (Huozhe),Drama,1993,3,Francois,Tibou
327,Tank Girl,Action|Comedy|Sci-Fi,1994,4,Barnard ,Monnier
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1994,2,Janna,Rali
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994,5,Thomas,Jagob
330,Tales from the Hood,Action|Crime|Horror,1994,3,Francois,Tibou
331,Tom & Viv,Drama,1994,8,Jirar,Parrier
332,Village of the Damned,Horror|Sci-Fi,1994,8,Jirar,Parrier
333,Tommy Boy,Comedy,1994,6,Petit,Hamon
334,Vanya on 42nd Street,Drama,1994,3,Francois,Tibou
335,Underneath,Mystery|Thriller,1995,5,Thomas,Jagob
336,Walking Dead  The,Drama|War,1995,6,Petit,Hamon
337,What's Eating Gilbert Grape,Drama,1992,1,Robert,Flexi
338,Virtuosity,Action|Sci-Fi|Thriller,1995,4,Barnard ,Monnier
339,While You Were Sleeping,Comedy|Romance,1994,2,Janna,Rali
340,War  The,Adventure|Drama|War,1993,2,Janna,Rali
341,Double Happiness,Drama,1994,10,Pop,Baron
342,Muriel's Wedding,Comedy,1993,10,Pop,Baron
343,Baby-Sitters Club  The,Children,1995,9,Alias,Remy
344,Ace Ventura: Pet Detective,Comedy,1994,5,Thomas,Jagob
345,Adventures of Priscilla  Queen of the Desert  The,Comedy|Drama,1994,2,Janna,Rali
346,Backbeat,Drama|Musical,1993,7,Richard ,Mallet
347,Bitter Moon,Drama|Film-Noir|Romance,1991,2,Janna,Rali
348,Bullets Over Broadway,Comedy,1993,6,Petit,Hamon
349,Clear and Present Danger,Action|Crime|Drama|Thriller,1993,1,Robert,Flexi
350,Client  The,Drama|Mystery|Thriller,1993,6,Petit,Hamon
351,Corrina  Corrina,Comedy|Drama|Romance,1993,2,Janna,Rali
352,Crooklyn,Comedy|Drama,1994,3,Francois,Tibou
353,Crow  The,Action|Crime|Fantasy|Thriller,1994,10,Pop,Baron
354,Cobb,Drama,1993,10,Pop,Baron
355,Flintstones  The,Children|Comedy|Fantasy,1993,1,Robert,Flexi
356,Forrest Gump,Comedy|Drama|Romance|War,1993,8,Jirar,Parrier
357,Four Weddings and a Funeral,Comedy|Romance,1994,8,Jirar,Parrier
358,Higher Learning,Drama,1994,1,Robert,Flexi
360,I Love Trouble,Action|Comedy,1993,1,Robert,Flexi
361,It Could Happen to You,Comedy|Drama|Romance,1994,7,Richard ,Mallet
362,Jungle Book  The,Adventure|Children|Romance,1993,4,Barnard ,Monnier
363,Wonderful  Horrible Life of Leni Riefenstahl  The (Macht der Bilder: Leni Riefenstahl  Die),Documentary,1992,7,Richard ,Mallet
364,Lion King  The,Adventure|Animation|Children|Drama|Musical|IMAX,1994,5,Thomas,Jagob
365,Little Buddha,Drama,1992,2,Janna,Rali
366,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale  A),Drama|Horror|Mystery|Thriller,1993,6,Petit,Hamon
367,Mask  The,Action|Comedy|Crime|Fantasy,1993,5,Thomas,Jagob
368,Maverick,Adventure|Comedy|Western,1993,1,Robert,Flexi
369,Mrs. Parker and the Vicious Circle,Drama,1994,10,Pop,Baron
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1993,7,Richard ,Mallet
371,Paper  The,Comedy|Drama,1994,1,Robert,Flexi
372,Reality Bites,Comedy|Drama|Romance,1994,10,Pop,Baron
373,Red Rock West,Thriller,1992,2,Janna,Rali
374,Richie Rich,Children|Comedy,1993,6,Petit,Hamon
375,Safe Passage,Drama,1994,1,Robert,Flexi
376,River Wild  The,Action|Thriller,1994,3,Francois,Tibou
377,Speed,Action|Romance|Thriller,1994,4,Barnard ,Monnier
378,Speechless,Comedy|Romance,1994,9,Alias,Remy
379,Timecop,Action|Sci-Fi|Thriller,1993,7,Richard ,Mallet
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994,5,Thomas,Jagob
381,When a Man Loves a Woman,Drama|Romance,1993,5,Thomas,Jagob
382,Wolf,Drama|Horror|Romance|Thriller,1994,10,Pop,Baron
383,Wyatt Earp,Western,1993,8,Jirar,Parrier
384,Bad Company,Action|Crime|Drama,1994,7,Richard ,Mallet
387,Low Down Dirty Shame  A,Action|Comedy,1993,5,Thomas,Jagob
388,Boys Life,Drama,1995,2,Janna,Rali
389,Colonel Chabert  Le,Drama|Romance|War,1994,7,Richard ,Mallet
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1964,7,Richard ,Mallet
391,Jason's Lyric,Crime|Drama,1994,5,Thomas,Jagob
392,Secret Adventures of Tom Thumb  The,Adventure|Animation,1992,4,Barnard ,Monnier
393,Street Fighter,Action|Adventure|Fantasy,1993,2,Janna,Rali
401,Mirage,Action|Thriller,1994,2,Janna,Rali
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,1993,5,Thomas,Jagob
407,In the Mouth of Madness,Horror|Thriller,1994,3,Francois,Tibou
408,8 Seconds,Drama,1994,8,Jirar,Parrier
409,Above the Rim,Crime|Drama,1994,6,Petit,Hamon
410,Addams Family Values,Children|Comedy|Fantasy,1993,10,Pop,Baron
412,Age of Innocence  The,Drama,1992,1,Robert,Flexi
413,Airheads,Comedy,1993,6,Petit,Hamon
414,Air Up There  The,Comedy,1994,7,Richard ,Mallet
415,Another Stakeout,Comedy|Thriller,1993,5,Thomas,Jagob
416,Bad Girls,Western,1994,10,Pop,Baron
417,Barcelona,Comedy|Romance,1994,6,Petit,Hamon
418,Being Human,Drama,1993,7,Richard ,Mallet
419,Beverly Hillbillies  The,Comedy,1993,9,Alias,Remy
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1993,10,Pop,Baron
421,Black Beauty,Adventure|Children|Drama,1994,6,Petit,Hamon
422,Blink,Thriller,1993,5,Thomas,Jagob
423,Blown Away,Action|Thriller,1994,2,Janna,Rali
424,Blue Chips,Drama,1993,3,Francois,Tibou
425,Blue Sky,Drama|Romance,1993,8,Jirar,Parrier
426,Body Snatchers,Horror|Sci-Fi|Thriller,1993,6,Petit,Hamon
427,Boxing Helena,Drama|Mystery|Romance|Thriller,1993,1,Robert,Flexi
428,Bronx Tale  A,Drama,1992,6,Petit,Hamon
429,Cabin Boy,Comedy,1993,3,Francois,Tibou
431,Carlito's Way,Crime|Drama,1992,6,Petit,Hamon
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,1993,2,Janna,Rali
433,Clean Slate,Comedy,1993,6,Petit,Hamon
434,Cliffhanger,Action|Adventure|Thriller,1992,7,Richard ,Mallet
435,Coneheads,Comedy|Sci-Fi,1992,3,Francois,Tibou
436,Color of Night,Drama|Thriller,1994,4,Barnard ,Monnier
437,Cops and Robbersons,Comedy,1993,3,Francois,Tibou
438,Cowboy Way  The,Action|Comedy|Drama,1994,8,Jirar,Parrier
439,Dangerous Game,Drama,1993,6,Petit,Hamon
440,Dave,Comedy|Romance,1993,3,Francois,Tibou
441,Dazed and Confused,Comedy,1992,4,Barnard ,Monnier
442,Demolition Man,Action|Adventure|Sci-Fi,1993,3,Francois,Tibou
443,Endless Summer 2  The,Adventure|Documentary,1994,3,Francois,Tibou
444,Even Cowgirls Get the Blues,Comedy|Romance,1993,8,Jirar,Parrier
445,Fatal Instinct,Comedy,1993,5,Thomas,Jagob
446,Farewell My Concubine (Ba wang bie ji),Drama|Romance,1993,10,Pop,Baron
